dataset,seed,depth,setting,constraint,method,n_subgroups,valid_gap,cost_l1_gap,regret_gap,route_accuracy_gap
adult,7,4,exemplar_mismatch,r1_all_mutable,fixed_blend_no_repair,2,0.037815126050420145,0.5307922349683771,117.34540512656304,0.29411764705882354
adult,7,4,exemplar_mismatch,r1_all_mutable,knn_mean_k5,2,0.0,1.0255471340724611,155.59523923042914,
adult,7,4,exemplar_mismatch,r1_all_mutable,learned_alpha,2,0.021008403361344574,0.44045692172172357,175.07688149576722,0.19747899159663862
adult,7,4,exemplar_mismatch,r1_all_mutable,learned_router,2,0.05042016806722682,0.4892648316127248,103.68426373214432,0.021008403361344546
adult,7,4,exemplar_mismatch,r1_all_mutable,learned_router_no_geometry,2,0.12184873949579822,0.08938938807622421,32.67291293418296,0.021008403361344546
adult,7,4,exemplar_mismatch,r1_all_mutable,learned_router_no_shift,2,0.021008403361344574,1.2042600543840276,174.36170655519916,0.07983193277310927
adult,7,4,exemplar_mismatch,r1_all_mutable,nn_positive_train,2,0.0,0.762533207492897,155.40640579546078,
adult,7,4,exemplar_mismatch,r1_all_mutable,projection_only,2,0.23529411764705882,0.10471582187700812,80.83426111342771,0.15546218487394958
adult,7,4,exemplar_mismatch,r1_all_mutable,rule_router,2,0.23529411764705882,0.10471582187700812,80.83426111342771,0.15546218487394958
adult,7,4,exemplar_mismatch,r1_all_mutable,safe_router,2,0.037815126050420145,3.4145487232030236,153.98910994933067,0.021008403361344546
adult,7,4,exemplar_mismatch,r1_all_mutable,utility_router,2,0.15546218487394958,0.5965284866142566,1.4487457798937085,0.29411764705882354
adult,7,4,exemplar_mismatch,r1_all_mutable,utility_router_no_geometry,2,0.15546218487394958,0.5965284866142566,1.4487457798937085,0.29411764705882354
